"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","FocalID","BehaviorStart","Actor","Behavior","Recipient","BehaviorType","Involved","Against","Start/End","Part","comment","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","focal_start_timeStamp","focal_end_timeStamp"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:40:35","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:40:43","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:40:47","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:40:56","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:41:04","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:41:11","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:41:21","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:42:04","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:43:18","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:43:41","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:43:49","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:44:08","PUC","Eat","PUC",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:45:50","PUC","Look at","PUC","Alarm",NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:45:55","PUC","Look at","PUC","In 5-Aggression",NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-21,"13:10:46","13:39:39","13:46:38","abort","Wil Esteban;Lev;Sarah","Lev","Tenorio","T","PUC","13:46:00","PUC","Vocalize","PUC","Mild Vocal Threat",NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-21,13:10:46",NA,"2022-02-21,13:39:39","2022-02-21,13:46:38"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:13:30","PES","Foraging State","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:13:32","PES","Eat","PES",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:13:42","PES","Eat","PES",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:14:32","PES","Vigilant","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:14:45","PES","Eat","PES",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:15:11","PES","Eat","PES",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:15:56","PES","Eat","PES",NA,NA,NA,NA,"Unknown",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:16:47","PES","Eat","PES",NA,NA,NA,NA,"Unknown",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:16:53","PES","Vigilant","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:17:39","PES","Travel State","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:18:00","PES","Approach","TRU",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:18:03","TRU","Leave","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:18:43","PES","Foraging State","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:18:46","PES","Eat","PES",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:19:08","PES","Eat","PES",NA,NA,NA,NA,"Animal",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:19:20","PES","Approach","TIQ",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:19:24","TIQ","Leave","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:19:28","PES","Eat","PES",NA,NA,NA,NA,"Plant",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:20:04","PES","Scratch","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:20:19","PES","Scratch","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:20:25","PES","Scratch","PES",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-22,"05:46:15","09:13:05","09:21:13","abort","Alex;Wil Esteban;Sam;Lev;Lara;Sarah","Lev","Tenorio","T","PES","09:20:29","PES","Groom","PES",NA,NA,NA,"INSTANT",NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-22,05:46:15",NA,"2022-02-22,09:13:05","2022-02-22,09:21:13"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN","09:22:12","TIN","Foraging State","TIN",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47","2022-02-23,09:24:10"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN","09:22:19","TRU","Approach","TIN",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47","2022-02-23,09:24:10"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN","09:22:32","TRU","Leave","TIN",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47","2022-02-23,09:24:10"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN","09:22:36","TIN","Eat","TIN",NA,NA,NA,NA,"Plant",NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47","2022-02-23,09:24:10"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN","09:23:23","TIN","Approach","PIO",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47","2022-02-23,09:24:10"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN","09:23:28","PIO","Leave","TIN",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47","2022-02-23,09:24:10"
2022-02-23,"07:06:17","09:21:47","09:24:10","abort","Alex;Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TIN","09:23:54","TIN","Approach","TRU",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-23,07:06:17",NA,"2022-02-23,09:21:47","2022-02-23,09:24:10"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:55:59","PUC","Travel State","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:56:45","PUC","Aggression Observer","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:56:52","TAM","Approach","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:56:55","TAM","Leave","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:56:58","TER","Approach","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:57:01","TER","Leave","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:57:05","TER","Vocalize","PUC","Intense Vocal Threat",NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:57:10","PUC","Submissive","TER","Dyad","PUC",NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:59:09","PUC","Vigilant","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:59:35","PAL","Approach","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:59:39","PAL","Leave","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:59:45","PUC","Aggression Observer","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","09:59:51","PUC","Alliance Solicit Capuchin","PAL",NA,NA,"PAL",NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-24,"05:59:00","09:55:07","10:01:44","abort","Wil Esteban;Sam;Lara;Sarah;Other","Wil Esteban;Sam;Lara;Sarah;Other","Tenorio","T","PUC","10:00:02","PUC","Drink","PUC",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-24,05:59:00",NA,"2022-02-24,09:55:07","2022-02-24,10:01:44"
2022-02-25,"06:03:59","08:57:43","09:05:41","abort","Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TET","08:58:13","TET","Foraging State","TET",NA,NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-25,06:03:59","2022-02-25,11:18:25","2022-02-25,08:57:43","2022-02-25,09:05:41"
2022-02-25,"06:03:59","08:57:43","09:05:41","abort","Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TET","08:59:07","TET","Look at","TET","Twitter",NA,NA,NA,NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-25,06:03:59","2022-02-25,11:18:25","2022-02-25,08:57:43","2022-02-25,09:05:41"
2022-02-25,"06:03:59","08:57:43","09:05:41","abort","Wil Esteban;Sam;Lara;Sarah","Sam","Tenorio","T","TET","09:00:09","TET","Groom","TET",NA,NA,NA,"START",NA,NA,"7AE508F8-20A6-4E59-9809-42859598EEA8","v4.0","v4.0","2022-02-25,06:03:59","2022-02-25,11:18:25","2022-02-25,08:57:43","2022-02-25,09:05:41"
