"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","UniqueFocalCode","ScanStart","GroupBehavior","GroupVisibility","ScanID","ScanBehavior","ScanBehaviorType","PlantPart","PlantSpecies","InvolvedID","x_position","y_position","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","scan_timeStamp"
2022-02-03,"10:14:55","14:09:40","14:19:40","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MUS_2022-02-03,14:09:40","14:09:40","Foraging - Tree","25% or less Visible","MUS","FORAGE","Tree",NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,14:09:40"
2022-02-03,"10:14:55","14:09:40","14:19:40","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MUS_2022-02-03,14:09:40","14:09:40","Foraging - Tree","25% or less Visible","MAN",NA,NA,NA,NA,NA,2.430508375,-1.138983011,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,14:09:40"
2022-02-03,"10:14:55","14:09:40","14:19:40","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MUS_2022-02-03,14:09:40","14:14:40","Foraging - Tree","25% or less Visible","MUS","FORAGE","Tree",NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,14:14:40"
2022-02-03,"10:14:55","14:09:40","14:19:40","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MUS_2022-02-03,14:09:40","14:19:40","Foraging - Tree","51 - 75% Visible","MUS","FORAGE","Tree",NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,14:19:40"
2022-02-03,"10:14:55","15:02:08","15:12:08","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MAU_2022-02-03,15:02:08","15:02:08","Resting","76 - 100% Visible","MAU","SOCIAL","Other",NA,NA,"MIL",0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,15:02:08"
2022-02-03,"10:14:55","15:02:08","15:12:08","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MAU_2022-02-03,15:02:08","15:02:08","Resting","76 - 100% Visible","MIL",NA,NA,NA,NA,NA,0.488135576,-0.152542368,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,15:02:08"
2022-02-03,"10:14:55","15:02:08","15:12:08","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MAU_2022-02-03,15:02:08","15:07:08","Resting","76 - 100% Visible","MAU","REST",NA,NA,NA,NA,0,0,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,15:07:08"
2022-02-03,"10:14:55","15:02:08","15:12:08","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MAU_2022-02-03,15:02:08","15:07:08","Resting","76 - 100% Visible","MOS",NA,NA,NA,NA,NA,0.518644035,0.162711859,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,15:07:08"
2022-02-03,"10:14:55","15:02:08","15:12:08","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MAU_2022-02-03,15:02:08","15:07:08","Resting","76 - 100% Visible","MEZ",NA,NA,NA,NA,NA,1.169491529,1.464406729,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,15:07:08"
2022-02-03,"10:14:55","15:02:08","15:12:08","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MAU_2022-02-03,15:02:08","15:07:08","Resting","76 - 100% Visible","MIS",NA,NA,NA,NA,NA,1.962711811,1.352542281,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,15:07:08"
2022-02-03,"10:14:55","15:02:08","15:12:08","focal","Juan Carlos;Wil Esteban;Lara;Elena","Elena","Jane","M","MAU_2022-02-03,15:02:08","15:07:08","Resting","76 - 100% Visible","MON",NA,NA,NA,NA,NA,0.244067788,-0.732203364,"B55C5181-F1E1-4674-86D8-50107ED445A6","v4.0","v4.0","2022-02-03,10:14:55",NA,"2022-02-03,15:07:08"
