"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","UniqueFocalCode","BehaviorStart","Actor","Behavior","Recipient","BehaviorType","Involved","Against","Start/End","Part","comment","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","focal_end_timeStamp"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:40:12","TEN","Foraging State","TEN",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:40:47","TEN","Social State","TEN",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:40:48","TIN","Approach","TEN",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:40:56","TEN","Contact","TIN",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:41:01","TEN","Play Dyad","TIN",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:41:17","TIN","Play Dyad","TEN",NA,NA,NA,"END",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:41:23","TIN","Leave","TEN",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:41:35","TEN","Play Dyad","TIN",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:43:11","TEN","Play Dyad","TIN",NA,NA,NA,"END",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:43:27","TEN","Play Dyad","TIN",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:43:31","TEN","Social Weird","TIN","Mouth Game",NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:43:42","TEN","Social Weird","TIN","Mouth Game",NA,NA,"END",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:43:59","TEN","Play Dyad","TIN",NA,NA,NA,"END",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:44:03","TEN","Play Dyad","TIN",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","10:39:33","10:49:33","focal","Alex;Other","Alex","Jane","T","TEN_2021-06-22,10:39:33","10:45:36","TEN","Scratch","TEN",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,10:49:33"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:14:31","TES","Social State","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:14:55","TES","Groom","TIG",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:15:06","TER","Groom","TES",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:15:32","TES","Groom","TIG",NA,NA,NA,"END",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:15:35","TER","Groom","TES",NA,NA,NA,"END",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:16:42","TES","Ignore","TES","In 5-Aggression",NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:16:53","TET","Approach","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:17:02","TET","Groom","TES",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:17:12","TER","Leave","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:17:26","TET","Groom","TES",NA,NA,NA,"END",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:17:38","TES","Scratch","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:18:06","TES","Ignore","TES","Twitter",NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:18:27","TES","Vigilant","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:18:43","TES","Rub Face","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:18:46","TES","Sneeze","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:18:51","TES","Sneeze","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:19:33","TES","Resting State","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:20:03","TES","Scratch","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:20:12","TES","Groom","TES",NA,NA,NA,"INSTANT",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:20:20","TES","Vigilant","TES",NA,NA,NA,NA,NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
2021-06-22,"05:48:07","11:13:57","11:23:57","focal","Alex;Other","Alex","Jane","T","TES_2021-06-22,11:13:57","11:20:47","TES","Nurse","TIG",NA,NA,NA,"START",NA,NA,"B55C5181-F1E1-4674-86D8-50107ED445A6","v3.3","v3.9","2021-06-22,05:48:07","2021-06-22,18:21:10","2021-06-22,11:23:57"
