"Date","SessionStart","FocalStart","FocalEnd","Type","Observer","Recorder","DeviceName","Group","FocalID","BehaviorStart","Actor","Behavior","Recipient","BehaviorType","Involved","Against","Start/End","Part","comment","device_ID","layout_info_json_version","behaviors_json_version","session_start_timeStamp","session_end_timeStamp","focal_start_timeStamp","focal_end_timeStamp"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:41:31","THI","Travel State","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:41:34","THI","Travel","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:41:41","THI","Vigilant","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:41:53","THI","Travel","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:02","THI","Vigilant","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:15","THI","Travel","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:29","THI","Vigilant","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:37","THI","Travel","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:43","THI","Approach","TET","Not Mutual",NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:46","TET","Leave","THI","Not Mutual",NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:49","THI","Foraging State","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:42:51","THI","Forage","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:43:01","THI","Travel","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:43:11","THI","Forage","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:43:22","THI","Vigilant","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:43:33","THI","Travel","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:43:48","THI","Vigilant","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
2018-12-01,"10:40:19","10:41:14","10:44:39","abort","Celia;Ariek;Monika;Marcela","Celia","Diana","T","THI","10:43:52","THI","Travel","THI",NA,NA,NA,NA,NA,NA,"F6A3E839-B990-4447-9E3F-DD728B1B335D","v2.8","v3.0","2018-12-01,10:40:19",NA,"2018-12-01,10:41:14","2018-12-01,10:44:39"
